pH_H2O,EC,P,N,K,Elev,OC,OC_log
6.84,7.98,25.6,1.3,181.1,254,9.2,2.322387720290225
4.95,16.66,20.0,3.6,115.0,547,36.2,3.616308761279101
6.28,35.91,43.0,8.3,511.1,1445,83.3,4.4343818650078095
5.62,31.44,11.9,6.1,200.7,1176,51.3,3.9569963710708773
8.11,16.54,22.4,1.8,488.0,211,16.3,2.8507065015037334
7.21,19.76,36.1,2.2,138.8,313,14.2,2.7212954278522306
7.06,13.33,15.6,1.8,98.2,219,12.4,2.5952547069568657
6.34,10.0,21.0,1.8,84.9,365,13.2,2.653241964607215
7.15,14.04,13.6,1.8,93.2,245,14.0,2.70805020110221
6.18,13.04,65.8,2.0,227.9,342,14.1,2.714694743820879
7.8,18.12,34.0,2.4,265.5,187,21.8,3.126760535960395
6.2,17.14,13.5,4.6,120.7,1169,37.4,3.648057459593681
6.78,10.29,13.5,1.2,81.2,272,8.1,2.2082744135228043
7.27,15.36,13.6,1.3,112.3,140,8.4,2.2407096892759584
7.03,14.43,61.6,1.4,170.2,243,8.6,2.2617630984737906
5.73,4.8,14.7,1.3,60.6,326,8.8,2.2823823856765264
7.07,20.9,67.4,6.7,149.1,530,83.5,4.436751534363128
5.95,7.24,16.3,1.4,28.9,282,9.9,2.388762789235098
7.2,10.25,20.5,1.5,240.8,233,13.1,2.6461747973841225
7.59,16.81,27.1,2.8,257.2,226,24.3,3.2308043957334744
7.83,17.6,14.9,2.2,225.0,168,16.4,2.856470206220483
7.91,13.84,10.6,1.7,177.6,129,14.0,2.70805020110221
6.87,11.39,21.4,2.0,214.2,197,14.8,2.760009940032921
7.8,23.34,47.6,2.2,407.2,224,16.0,2.833213344056216
7.61,24.37,13.3,1.5,242.5,185,10.7,2.4595888418037104
7.67,15.49,12.5,2.0,115.3,340,13.6,2.681021528714291
7.74,20.67,42.0,2.5,760.1,216,22.7,3.1654750481410856
8.2,18.75,23.8,1.9,527.6,213,16.0,2.833213344056216
7.79,20.05,18.1,2.3,143.0,123,17.9,2.9391619220655967
4.55,14.15,32.3,0.9,140.5,206,7.5,2.1400661634962708
7.96,15.48,11.8,1.4,166.2,311,9.6,2.3608540011180215
8.12,16.35,10.1,1.1,308.9,295,8.8,2.2823823856765264
7.61,12.67,16.3,1.6,247.6,208,12.2,2.580216829592325
7.12,9.23,19.8,2.2,136.5,183,20.2,3.054001181677967
7.49,7.48,37.6,2.9,248.9,255,27.2,3.339321977944068
6.57,15.9,10.0,4.5,265.9,622,62.6,4.152613470346076
8.0,15.1,15.2,1.5,284.8,267,11.2,2.501435951739211
7.35,15.84,15.9,2.2,160.6,493,24.6,3.242592351485517
6.32,11.13,14.3,1.3,99.1,191,8.9,2.2925347571405443
6.07,6.53,13.6,1.4,69.0,223,11.6,2.533696813957432
7.6,22.98,18.9,2.0,300.4,198,17.0,2.8903717578961645
7.94,17.73,13.0,1.2,214.4,258,7.5,2.1400661634962708
6.93,16.78,20.0,1.6,166.5,364,22.5,3.1570004211501135
8.05,12.01,23.7,1.1,124.5,184,8.3,2.2300144001592104
6.87,11.13,46.0,1.6,201.8,129,14.4,2.7343675094195836
6.28,12.65,24.2,1.2,250.6,154,12.2,2.580216829592325
7.89,12.94,17.5,1.5,184.3,264,10.6,2.451005098112319
6.19,9.46,17.1,1.3,238.7,245,11.0,2.4849066497880004
7.76,16.41,43.6,1.9,655.9,259,14.6,2.747270914255491
6.74,20.0,10.6,2.9,59.1,312,26.8,3.3250360206965914
6.97,10.2,34.9,1.3,284.5,205,10.3,2.424802725718295
7.91,14.29,18.4,1.0,306.2,201,8.1,2.2082744135228043
4.66,35.6,16.0,3.3,169.6,315,44.2,3.8110970868381857
7.7,10.82,22.2,1.1,103.8,306,7.2,2.1041341542702074
6.9,8.54,21.0,1.0,203.9,271,8.9,2.2925347571405443
7.52,15.72,33.2,1.5,439.6,271,12.5,2.6026896854443837
6.28,16.43,15.1,3.4,120.7,932,31.1,3.4688560301359703
7.08,9.93,25.2,0.9,83.1,313,5.8,1.916922612182061
8.14,14.85,15.7,1.2,241.8,276,3.5,1.5040773967762742
6.92,32.0,12.7,8.2,289.2,239,113.3,4.738826570800765
6.92,8.37,11.6,5.8,282.3,319,90.4,4.515245478460105
7.53,21.54,11.7,3.4,131.3,417,27.0,3.332204510175204
5.12,23.16,13.3,1.1,111.6,203,7.3,2.1162555148025524
6.41,7.68,13.4,2.7,226.9,360,28.0,3.367295829986474
5.37,5.78,14.9,1.6,109.2,325,15.8,2.8213788864092133
7.42,38.3,18.5,4.6,324.8,405,40.3,3.720862499966987
8.03,14.37,23.9,1.1,152.3,314,8.6,2.2617630984737906
6.37,8.25,33.2,1.5,148.8,242,11.8,2.5494451709255714
6.38,6.21,18.2,1.7,142.1,201,16.6,2.8678989020441064
7.92,17.2,22.2,1.1,246.7,306,4.8,1.7578579175523736
7.3,35.98,22.4,6.0,420.1,386,55.6,4.036008985209137
6.21,9.43,10.3,1.3,82.4,258,10.2,2.4159137783010487
7.82,20.2,13.3,2.9,496.0,417,49.0,3.912023005428146
5.66,4.42,11.8,1.5,82.2,361,11.2,2.501435951739211
8.02,13.89,41.2,1.5,284.7,266,24.0,3.2188758248682006
5.97,16.38,13.5,3.3,319.5,289,50.2,3.9357395320454622
6.82,21.52,29.0,3.6,394.6,210,34.9,3.580737295494233
5.29,41.4,25.9,3.5,279.2,540,37.9,3.6609942506244004
5.58,16.58,26.0,3.8,210.3,565,36.6,3.6270040503958487
7.58,31.45,15.0,3.0,331.1,299,26.8,3.3250360206965914
6.65,11.28,14.9,3.8,179.4,467,39.2,3.6938669956249757
6.05,16.54,145.4,3.9,295.4,468,36.0,3.6109179126442243
5.42,6.95,57.9,2.5,89.7,642,24.0,3.2188758248682006
6.46,7.37,13.2,1.9,113.9,379,17.0,2.8903717578961645
7.17,43.01,22.8,4.2,234.1,389,38.2,3.6686767467964168
5.58,12.25,24.2,5.0,303.8,611,53.4,3.996364153861897
5.72,6.3,33.7,1.2,226.8,527,8.8,2.2823823856765264
6.42,9.41,46.3,3.2,65.5,566,29.7,3.4242626545931514
5.53,9.1,28.2,1.6,43.8,309,11.8,2.5494451709255714
6.1,8.51,32.8,1.7,178.4,475,14.4,2.7343675094195836
6.17,14.0,38.5,2.9,129.1,694,26.8,3.3250360206965914
6.98,15.88,85.4,2.1,423.9,733,19.4,3.0155349008501706
4.1,11.48,50.1,8.6,160.5,969,141.2,4.95723451736914
5.08,12.55,13.7,3.4,61.7,576,26.5,3.3141860046725258
6.26,9.53,27.4,2.5,144.4,510,20.4,3.0633909220278057
6.05,7.57,22.2,2.0,136.5,581,20.8,3.0819099697950434
5.16,28.07,21.3,3.6,308.9,686,46.2,3.8543938925915096
6.21,10.91,10.6,2.0,97.1,514,19.3,3.0106208860477417
6.79,24.14,46.4,4.6,487.8,509,36.2,3.616308761279101
6.29,8.61,22.1,2.3,253.3,577,18.0,2.9444389791664403
5.29,7.15,10.2,3.5,246.2,528,36.7,3.629660094453965
6.27,5.64,29.4,2.2,108.5,738,19.7,3.0301337002713233
6.93,40.54,77.2,5.0,1861.5,755,46.1,3.8522730010223722
6.26,9.86,15.1,4.8,208.9,794,50.1,3.933784497209659
7.44,30.24,17.9,5.1,588.6,572,45.1,3.8308129500026027
6.43,8.59,26.0,2.3,300.3,796,20.7,3.077312260546414
7.76,14.43,15.0,4.2,465.5,691,42.5,3.7727609380946383
4.07,27.2,47.4,14.7,135.3,1254,300.7,5.709433146165015
7.07,16.41,13.7,3.4,262.4,417,43.0,3.784189633918261
5.95,51.77,68.6,7.2,350.5,933,66.8,4.216562194946349
6.24,9.68,66.8,2.9,166.1,845,29.0,3.4011973816621555
4.45,17.68,17.3,4.9,110.3,1072,71.8,4.28771595520264
5.86,8.46,52.7,3.3,181.5,939,30.0,3.4339872044851463
4.83,52.1,48.7,10.2,112.2,876,125.9,4.843399374720342
5.33,17.25,25.3,5.2,536.8,868,54.0,4.007333185232471
5.6,19.49,16.2,7.9,343.7,963,77.8,4.366912996863833
5.19,12.96,14.1,9.0,280.0,933,88.4,4.493120682179469
7.3,22.795,26.4,4.8,286.2,650,47.15,3.8743211382441345
5.19,11.69,37.0,5.4,217.1,930,55.5,4.034240638152395
5.61,23.31,14.7,9.9,386.2,1107,104.3,4.6568134191399295
6.14,27.9,27.0,12.4,125.9,1186,137.6,4.931592086755803
7.41,18.78,26.2,4.4,275.2,655,43.0,3.784189633918261
5.31,11.19,12.8,7.7,164.4,1068,87.0,4.477336814478207
7.22,15.25,51.0,4.6,554.3,697,43.9,3.8044377947482086
5.66,6.01,13.6,7.9,105.1,1341,116.5,4.7664383335842135
7.53,11.93,11.1,5.4,94.8,795,126.3,4.846546505563361
6.32,17.85,54.5,1.6,216.9,891,13.0,2.6390573296152584
4.32,17.17,30.7,12.2,374.8,151,331.3,5.806038175360548
4.25,32.7,60.3,17.9,690.4,139,469.4,6.153583396584417
3.98,23.2,36.8,5.4,142.7,899,94.5,4.5591262474866845
6.89,13.48,24.8,1.7,89.3,591,16.6,2.8678989020441064
6.05,9.78,16.4,4.3,316.0,618,42.4,3.770459441106359
5.62,9.62,13.3,6.7,142.0,734,61.2,4.130354999745133
6.49,9.06,26.7,3.05,124.75,738,28.55,3.386083743852107
5.67,16.04,23.6,5.5,171.1,726,64.9,4.188138441508461
6.0,11.92,12.6,3.6,452.4,751,33.5,3.5409593240373143
6.02,19.06,40.9,3.8,447.5,815,39.7,3.7062280924485496
5.36,8.23,29.6,5.7,189.7,787,55.6,4.036008985209137
7.6,28.59,13.4,3.5,143.5,727,29.1,3.40452517175483
6.11,22.0,36.1,6.1,544.5,789,61.4,4.133565275375382
5.84,16.29,15.1,8.8,119.2,897,86.4,4.470495282661489
5.75,15.09,44.0,5.4,129.1,713,49.6,3.92395157629342
5.56,11.92,31.7,8.4,130.6,777,89.2,4.502029427068578
5.65,44.61,18.3,5.5,169.8,897,46.1,3.8522730010223722
5.88,18.32,31.2,3.3,176.4,767,29.2,3.407841924380824
4.71,58.27,103.8,10.1,338.8,1088,105.3,4.666265285347902
5.37,41.83,24.2,10.4,412.3,1129,101.5,4.629862798578463
5.57,48.77,17.4,4.2,144.8,669,35.9,3.6082115510464816
5.45,6.45,11.7,4.3,95.2,647,45.4,3.8372994592322094
5.58,26.67,32.9,14.8,287.7,1234,175.9,5.17558460116574
5.08,23.3,12.2,5.9,224.2,667,68.9,4.247065649239764
5.52,14.64,23.5,4.4,168.4,420,45.3,3.835141961092188
4.66,22.98,20.0,9.6,139.4,1325,124.6,4.833102254034098
5.42,14.14,13.7,3.4,62.7,431,33.6,3.543853682063679
5.83,20.67,16.8,3.7,138.5,371,35.1,3.586292865338835
5.92,24.52,15.3,12.6,135.0,1228,150.3,5.01926462079431
5.19,13.21,40.1,6.2,175.2,925,68.9,4.247065649239764
6.41,13.07,24.5,4.3,584.9,710,39.9,3.711130063048756
5.91,31.82,55.0,4.3,171.8,537,42.0,3.7612001156935624
6.1,52.79,20.7,13.5,274.8,1346,161.4,5.090062427727577
4.31,43.5,19.7,8.4,190.1,953,148.5,5.0072963928307415
5.09,32.16,24.0,16.7,208.2,1120,191.3,5.259056652594734
6.05,9.84,30.1,4.1,217.1,857,40.3,3.720862499966987
5.99,18.95,39.6,5.8,179.1,316,59.5,4.102643365036796
5.08,17.49,18.0,10.7,154.8,1304,173.7,5.163070217140011
5.46,25.57,17.7,8.6,216.1,1215,84.2,4.44500143383527
5.04,19.07,17.3,10.1,108.9,1144,101.9,4.633757642840004
5.12,59.94,15.6,11.3,145.0,1001,109.5,4.705015520957808
6.01,31.94,25.2,15.0,245.0,897,167.0,5.123963979403259
5.13,7.91,39.4,4.1,111.5,1036,43.0,3.784189633918261
5.23,13.39,17.6,7.5,188.5,716,75.7,4.33990170837321
5.54,10.36,19.7,4.2,113.7,1226,39.0,3.6888794541139363
5.2,19.69,13.5,9.8,174.4,1355,112.9,4.735320870453137
5.28,9.84,24.6,9.5,253.4,1263,108.6,4.696837374513915
5.12,17.6,32.7,12.8,146.6,1061,230.8,5.445874930905651
5.86,8.07,16.3,3.5,110.8,618,32.8,3.520460802488973
5.73,8.91,22.1,2.9,151.7,588,27.9,3.3638415951183864
5.98,14.32,28.1,3.6,87.1,1005,31.9,3.493472657771326
5.94,12.85,40.9,5.4,1200.4,906,51.5,3.960813169597578
5.56,12.37,17.8,2.2,143.1,313,25.6,3.2809112157876537
5.62,11.8,30.4,11.3,427.8,1056,151.3,5.025852259901116
5.9,9.45,14.8,8.3,277.8,1212,119.6,4.792479284293085
4.76,34.21,23.0,11.9,183.4,1272,134.2,4.906755163608864
6.12,55.5,21.3,4.6,785.7,343,44.7,3.822098297900159
5.62,11.26,14.5,3.8,351.0,985,32.8,3.520460802488973
4.92,35.6,28.6,13.9,305.1,1294,158.1,5.069532935343741
5.95,9.19,13.0,2.8,71.1,719,26.2,3.3032169733019514
6.26,19.83,21.9,3.4,73.1,1052,30.2,3.4404180948154366
5.68,28.2,40.3,4.4,237.0,1077,44.5,3.817712325956905
5.74,4.97,11.7,7.4,133.7,1200,91.8,4.530446639792155
5.31,20.51,29.9,12.3,205.3,1318,127.3,4.8543712716215905
5.61,8.92,18.7,2.9,87.6,345,25.5,3.2771447329921766
4.77,29.12,42.7,20.8,164.2,1412,257.1,5.553347106724568
5.34,12.43,12.3,6.9,232.1,1342,88.3,4.492001487882454
5.24,32.48,22.0,9.8,170.4,1106,100.8,4.623010104116422
5.26,6.37,21.8,3.2,93.5,824,33.1,3.529297384289471
4.41,14.56,25.6,4.2,105.3,672,74.1,4.318820558770089
6.3,14.19,19.3,5.4,174.4,1113,62.6,4.152613470346076
4.48,18.93,19.7,5.9,229.6,1066,98.5,4.600157644164547
5.1,7.08,25.3,11.1,221.5,1477,140.2,4.950177325059141
6.06,13.83,13.5,7.0,179.1,1060,68.2,4.237000862623624
5.67,10.24,12.6,3.6,390.6,923,30.9,3.462606009790799
6.38,14.23,20.4,4.7,174.7,1065,43.3,3.7909846770510898
6.26,25.49,24.3,6.0,611.6,983,53.5,3.9982007016691985
4.61,11.84,24.8,3.2,98.1,1146,33.1,3.529297384289471
5.69,21.17,23.2,8.0,179.5,1244,82.4,4.423648309364701
5.77,12.43,14.9,5.0,249.5,933,69.2,4.251348311031766
6.05,11.09,12.9,5.6,134.6,834,51.8,3.966511190712216
6.13,10.56,14.9,3.6,173.3,542,32.6,3.5145260669691587
6.32,8.12,15.4,2.4,132.3,364,25.0,3.258096538021482
6.09,10.64,13.8,1.7,63.0,277,15.8,2.8213788864092133
6.24,10.11,17.7,4.6,155.8,1006,43.7,3.7999735016195233
5.8,29.93,11.4,5.6,103.3,1245,58.3,4.08260930600368
6.76,14.49,18.3,2.4,113.9,657,20.3,3.0587070727153796
5.51,24.6,55.6,4.1,582.7,490,54.2,4.01096295328305
6.42,34.41,54.3,11.0,412.2,1014,111.1,4.719391330078114
5.71,14.73,37.7,3.4,228.7,884,41.4,3.7471483622379123
6.07,16.97,20.4,4.1,87.6,1009,40.1,3.716008121502189
5.57,11.77,47.9,3.4,171.5,823,36.8,3.632309102625542
6.49,17.24,125.0,4.8,658.5,365,50.2,3.9357395320454622
5.73,11.28,20.2,2.6,89.6,344,25.2,3.265759410767051
4.98,10.43,19.2,2.1,111.6,908,17.8,2.9338568698359038
5.91,8.35,15.1,3.5,292.7,1080,32.6,3.5145260669691587
7.28,25.82,22.0,3.1,457.1,603,31.4,3.4781584227982836
4.16,14.29,18.4,5.0,82.8,569,90.4,4.515245478460105
5.89,9.18,15.2,3.4,370.0,819,33.0,3.5263605246161616
5.92,10.14,49.8,2.6,278.7,448,21.6,3.1179499062782403
5.33,48.15,64.2,4.9,272.3,977,44.2,3.8110970868381857
6.01,31.66,75.2,3.1,178.0,272,31.1,3.4688560301359703
5.42,5.13,12.8,1.3,57.3,265,11.3,2.509599262378372
5.9,9.27,26.9,3.1,212.4,583,26.8,3.3250360206965914
7.45,28.78,59.0,2.6,1375.4,440,26.9,3.32862668882732
7.93,16.78,12.1,1.5,281.5,376,13.5,2.6741486494265287
5.62,11.49,26.6,4.1,174.3,470,40.2,3.7184382563554808
6.3,6.41,33.9,2.0,137.5,530,16.3,2.8507065015037334
7.71,11.55,44.4,1.8,548.4,367,16.7,2.8735646395797834
7.58,10.95,49.0,2.1,244.9,373,16.9,2.884800712846709
6.44,30.68,84.8,4.3,605.8,443,43.4,3.7932394694381792
7.56,32.45,16.2,2.4,1117.0,357,21.7,3.122364924487357
6.8,13.83,23.1,2.8,393.7,355,28.6,3.3877743613300146
5.79,20.77,21.6,5.3,315.6,1075,51.0,3.9512437185814275
6.69,11.38,57.8,1.6,222.6,579,13.6,2.681021528714291
8.12,16.22,12.0,1.6,452.6,404,15.9,2.8273136219290276
4.42,23.3,13.9,5.9,172.0,1305,80.6,4.401829261970061
4.48,7.5,13.5,2.4,163.3,739,32.6,3.5145260669691587
7.69,24.83,19.6,3.2,250.8,601,26.3,3.3068867021909143
7.7,18.29,14.9,2.4,877.6,378,22.3,3.1484533605716547
6.74,7.31,32.1,1.6,308.9,497,14.6,2.747270914255491
4.41,7.85,47.7,11.1,155.8,1155,135.9,4.919250732294404
6.77,30.38,75.4,5.7,870.6,661,65.9,4.203198967134183
5.96,11.14,38.3,6.4,141.3,455,73.2,4.3067641501733345
7.7,15.83,54.0,2.1,289.9,505,18.7,2.9806186357439426
7.8,14.46,29.0,2.7,710.6,411,25.5,3.2771447329921766
6.85,7.58,64.1,2.2,670.4,435,18.9,2.990719731730447
5.2,16.05,34.4,7.2,314.5,1170,111.4,4.722063937459591
6.14,8.82,10.3,3.0,232.6,570,31.5,3.481240089335692
6.1,33.95,43.8,2.5,269.7,352,23.0,3.1780538303479458
7.26,32.1,45.8,3.3,402.8,365,33.6,3.543853682063679
6.05,12.84,50.2,2.8,285.4,1248,28.3,3.3775875160230218
5.36,5.65,13.7,2.5,78.0,635,22.6,3.1612467120315646
5.85,11.29,20.6,4.2,106.7,274,41.0,3.7376696182833684
6.11,10.62,20.0,2.9,238.4,281,26.9,3.32862668882732
6.43,15.87,60.1,2.5,120.8,1143,32.0,3.4965075614664802
6.15,9.84,28.2,5.2,193.2,843,51.3,3.9569963710708773
5.66,7.06,14.5,3.4,144.4,955,35.4,3.594568774642695
4.16,5.45,12.3,2.3,50.8,794,30.3,3.4436180975461075
7.75,12.11,39.2,2.6,689.8,386,21.6,3.1179499062782403
5.93,5.69,14.6,1.8,113.5,286,17.2,2.9014215940827497
6.76,29.02,122.6,3.6,738.5,1106,33.2,3.5322256440685598
5.39,5.16,10.7,1.6,140.3,358,17.3,2.9069010598473755
6.63,6.82,41.8,1.9,281.9,313,15.3,2.791165107812717
7.47,16.41,26.5,3.5,148.9,378,29.2,3.407841924380824
6.08,9.07,55.8,3.5,215.2,289,34.6,3.572345637857985
4.46,8.73,11.8,4.6,188.9,1045,72.5,4.297285406218791
6.21,17.22,109.6,8.8,657.9,821,116.8,4.768988271217486
4.51,9.56,28.5,3.6,135.7,846,48.7,3.906004933102583
5.73,7.24,47.6,1.2,155.3,397,10.3,2.424802725718295
4.37,5.71,22.0,2.1,89.5,1069,36.0,3.6109179126442243
4.33,26.04,121.9,3.8,218.1,1036,59.1,4.096009841541162
6.24,12.13,10.1,4.6,81.5,1067,41.4,3.7471483622379123
5.27,10.25,23.8,1.5,133.1,361,12.7,2.617395832834079
6.62,22.43,55.3,4.0,93.4,992,48.1,3.893859034800475
4.87,10.11,40.0,3.6,82.4,1130,53.9,4.005513348515485
6.75,14.79,16.4,3.8,120.7,991,35.6,3.6000482404073204
4.61,12.98,38.7,4.6,122.7,1152,65.6,4.198704577546343
5.2,6.32,12.7,2.2,194.2,931,22.0,3.1354942159291497
4.87,5.16,19.2,2.5,78.1,538,34.6,3.572345637857985
4.4,18.35,19.5,4.1,240.4,521,52.7,3.983413001514819
6.32,9.34,16.7,1.2,184.5,367,9.3,2.33214389523559
6.68,18.99,88.7,3.7,789.5,356,36.5,3.624340932976365
5.36,14.78,29.3,5.6,170.3,1023,58.4,4.084294226368599
3.99,20.3,29.4,11.4,210.1,1087,266.7,5.589866950526307
5.29,7.68,25.6,2.1,193.8,696,31.5,3.481240089335692
5.36,4.86,12.1,2.9,147.3,745,29.6,3.4210000089583352
5.57,5.65,40.6,6.9,286.7,318,73.0,4.30406509320417
6.44,12.22,27.4,1.4,261.9,309,12.1,2.5726122302071057
6.25,8.65,30.9,1.4,328.9,259,11.3,2.509599262378372
5.74,21.2,25.1,3.6,443.8,1034,40.1,3.716008121502189
5.55,12.75,26.4,7.6,110.9,1223,110.0,4.709530201312334
6.63,6.81,39.2,1.6,413.1,1197,15.2,2.785011242238338
6.58,15.97,22.1,6.5,293.4,958,68.8,4.2456340097683265
4.34,10.86,12.6,2.8,118.0,897,56.0,4.04305126783455
4.27,6.25,30.4,2.8,103.8,760,47.4,3.879499813722586
4.15,10.65,30.5,6.4,136.2,1105,109.5,4.705015520957808
6.07,35.94,39.1,0.3,562.8,333,3.2,1.4350845252893227
6.25,10.17,55.5,2.4,1315.9,1161,21.1,3.095577608523707
6.48,14.53,82.7,3.0,314.5,829,27.1,3.3357695763397
4.37,8.32,31.1,3.8,88.2,1175,63.6,4.168214410788556
4.51,7.3,27.3,2.7,141.3,1011,36.2,3.616308761279101
4.43,9.82,22.0,6.2,99.9,1352,99.0,4.605170185988092
5.8,11.95,25.7,3.4,133.0,463,32.6,3.5145260669691587
5.85,18.49,11.2,3.9,102.2,1039,41.0,3.7376696182833684
5.82,9.05,15.5,2.2,107.3,314,20.4,3.0633909220278057
5.84,9.52,14.3,5.5,175.7,987,53.9,4.005513348515485
4.91,7.6,23.5,2.3,136.0,1108,21.9,3.131136910560194
6.28,31.56,35.9,7.8,262.0,1038,80.5,4.400603020246817
5.62,7.45,21.4,2.9,153.4,481,26.9,3.32862668882732
6.31,12.93,23.1,3.1,277.3,908,28.0,3.367295829986474
5.0,8.21,17.9,3.2,214.2,811,39.9,3.711130063048756
6.18,10.87,77.9,2.3,474.0,907,21.5,3.1135153092103742
4.87,5.79,23.9,4.1,82.9,1247,44.3,3.8133070324889884
5.97,10.71,17.2,2.6,429.2,963,22.6,3.1612467120315646
5.5,7.31,22.3,5.6,372.2,860,53.4,3.996364153861897
5.33,10.98,16.9,2.6,76.2,333,24.1,3.2228678461377385
5.86,13.69,13.2,10.4,474.6,1296,110.0,4.709530201312334
4.44,21.6,26.8,7.6,173.1,1357,104.7,4.660604892876192
4.57,21.5,56.9,8.2,293.0,1502,115.4,4.757032535297338
4.93,15.99,21.9,5.1,241.0,783,94.6,4.560172820057356
5.42,8.14,30.7,3.8,242.1,703,53.2,3.9926809084456005
5.57,20.26,20.7,3.7,262.0,830,35.2,3.5890591188317256
5.58,24.47,30.0,4.1,246.7,915,39.4,3.6988297849671046
5.23,9.35,75.9,2.6,362.6,947,22.7,3.1654750481410856
4.53,10.51,22.5,4.1,209.2,842,85.6,4.461299815568389
4.05,7.48,66.6,3.0,115.6,881,52.0,3.970291913552122
5.64,13.76,44.4,1.7,458.2,983,13.5,2.6741486494265287
6.44,22.58,20.0,4.4,108.9,851,44.7,3.822098297900159
5.17,14.19,54.5,6.6,248.0,1067,94.7,4.5612182984589085
5.5,7.17,12.0,6.2,153.1,879,66.2,4.207673247529104
5.1,12.23,115.6,6.9,241.7,960,72.2,4.293195420967266
3.89,12.23,21.4,6.9,119.5,1035,145.1,4.984291318756654
4.84,24.03,12.1,3.0,101.5,706,29.2,3.407841924380824
3.86,23.7,19.0,8.5,142.7,877,200.3,5.304796332645746
4.91,6.62,19.3,3.8,67.7,1339,51.6,3.9627161197436642
6.23,25.92,24.4,3.0,149.7,712,29.0,3.4011973816621555
3.92,28.9,37.1,10.7,163.4,1087,205.5,5.330300412401088
5.0,24.9,19.7,5.4,125.9,1299,72.5,4.297285406218791
4.63,16.49,38.4,3.1,223.8,1042,39.2,3.6938669956249757
5.27,21.27,47.0,5.1,248.8,1228,59.6,4.104294893075269
5.46,13.14,53.4,3.9,242.1,925,41.4,3.7471483622379123
4.37,37.11,65.0,3.2,101.5,1039,29.1,3.40452517175483
4.62,45.14,33.3,4.1,147.6,904,40.2,3.7184382563554808
4.74,20.8,13.9,2.6,164.6,875,28.0,3.367295829986474
5.88,14.1,16.0,3.6,273.8,397,37.2,3.6428355156125294
5.21,7.82,11.8,1.7,344.7,706,16.8,2.8791984572980396
4.58,28.2,26.4,6.5,224.4,1203,93.7,4.550714000192032
5.42,37.6,42.8,2.4,195.6,418,25.8,3.288401887516811
6.73,5.97,18.5,0.7,104.0,470,5.5,1.8718021769015913
4.64,12.85,16.7,2.7,53.4,517,26.0,3.295836866004329
4.64,12.67,48.4,3.0,245.0,633,45.7,3.8437441646748516
6.22,15.65,27.2,4.1,378.6,659,42.2,3.765840495250065
5.57,38.3,27.5,2.2,157.0,479,18.8,2.9856819377004897
6.43,25.91,70.9,8.1,189.6,308,86.7,4.473921899378137
8.17,14.49,62.5,1.4,362.6,219,11.3,2.509599262378372
5.58,18.21,28.5,2.0,133.7,527,18.3,2.9601050959108397
6.47,25.41,31.6,2.3,171.0,379,18.4,2.9652730660692823
4.47,10.22,28.2,7.7,130.0,1442,106.5,4.677490847567717
4.51,7.0,12.3,3.2,135.5,795,47.9,3.8897773964808264
4.69,8.59,19.7,2.7,120.7,1232,49.5,3.9219733362813143
5.27,45.97,22.1,2.7,163.4,704,22.2,3.1441522786722644
8.13,15.18,21.7,1.5,252.6,231,18.0,2.9444389791664403
5.72,17.74,16.8,2.2,78.7,643,20.2,3.054001181677967
5.43,5.01,11.8,3.6,133.3,639,32.0,3.4965075614664802
4.3,8.14,13.7,3.8,85.0,967,64.6,4.183575695950044
6.33,15.14,25.4,1.5,130.7,687,11.7,2.5416019934645457
6.73,47.28,74.7,3.4,716.9,733,32.3,3.505557396986398
5.99,28.88,13.6,4.7,129.0,799,44.8,3.824284091120139
5.49,6.04,14.8,3.2,171.1,931,29.3,3.4111477125153233
5.25,15.92,42.9,8.5,244.5,999,99.3,4.60816569496789
5.74,35.88,69.1,2.8,321.5,867,25.2,3.265759410767051
5.18,7.95,15.4,4.5,258.6,787,44.6,3.8199077165203406
4.43,6.36,21.5,1.9,131.1,813,27.3,3.342861804649192
5.47,5.8,26.1,1.2,144.0,673,13.6,2.681021528714291
3.97,20.6,33.0,10.7,156.4,1200,198.4,5.295312857527738
7.49,9.64,10.5,3.6,315.6,329,48.9,3.910021002757473
6.2,22.6,17.5,6.4,386.9,445,61.2,4.130354999745133
4.46,16.78,46.7,6.8,223.9,1222,79.1,4.383275854074314
4.08,25.9,34.6,10.4,212.7,1080,184.8,5.224670826379739
5.52,13.26,83.7,3.3,293.0,550,35.2,3.5890591188317256
4.23,9.16,27.7,4.3,124.7,861,95.2,4.566429357671661
5.43,14.7,28.1,6.8,142.6,785,67.0,4.219507705176107
5.64,15.63,51.5,3.8,278.4,499,47.0,3.871201010907891
4.84,6.57,19.2,2.0,167.5,573,28.8,3.3945083935113587
5.48,7.78,42.2,2.5,105.9,698,23.9,3.214867803470662
5.83,10.67,48.6,3.7,423.8,551,36.5,3.624340932976365
6.57,17.37,30.3,2.1,120.8,885,17.1,2.89591193827178
5.91,15.65,16.9,4.1,82.3,745,37.9,3.6609942506244004
5.37,3.87,44.7,1.2,153.8,496,11.5,2.5257286443082556
5.93,17.81,15.1,3.4,207.2,293,35.4,3.594568774642695
5.12,13.08,44.4,1.7,353.8,465,15.4,2.797281334830153
6.87,8.25,42.5,1.6,211.4,376,16.7,2.8735646395797834
5.64,22.35,18.4,1.8,127.9,271,17.5,2.917770732084279
5.36,10.76,38.4,1.3,194.8,512,10.6,2.451005098112319
